ID,Departamento,LOCALIDAD,TIPO,Latitude,Longitude,web,Pop 2008,01/09,02/09,03/09,04/09,05/09,06/09,07/09,08/09,09/09,10/09,11/09,12/09,01/10,02/10,03/10,04/10,05/10,06/10,07/10,08/10,09/10,10/10,11/10,12/10,01/11,02/11,03/11,04/11,05/11,06/11,07/11,08/11,09/11,10/11,11/11,12/11,01/12,02/12,03/12,04/12,05/12,06/12,07/12,08/12,09/12,10/12,11/12,12/12,01/13,02/13,03/13,04/13,05/13,06/13,07/13,08/13,09/13,10/13,11/13,12/13,01/14,02/14,03/14,04/14
324,RIO SEGUNDO,IMPIRA ,Comuna,-31.797420501709,-63.651180267334,,163,13238,15533,14053,14832,15971,16945,16339,15825,15926,16933,16290,17553,17343,19249,18306,18565,22259,23300,21920,21209,22332,21328,22678,19741,25537,25307,26675,25120,30979,31089,"40588,68","41411,82","42198,41","29755,77","33170,61","32108,41",35999,31121,30621,29258,38263,37945,35380,37837,36766,"39736,9","40654,2","39625,3","43826,7","47240,1",41649,43571,51659,52539,"51148,59","52053,6","50443,99","52317,41","54390,28","53013,39","62471,74","66487,04","55930,53",60072
325,MARCOS JUAREZ,INRIVILLE ,Municipio,-32.944141387939,-62.230758666992,http://www.inriville.gov.ar/,3985,166947,195895,177231,187045,201424,213700,206052,199578,200848,213551,205445,221361,218714,242756,230868,234131,280722,293844,276436,267471,281642,268969,285997,248959,322052,319160,305595,306808,378371,379710,362770,370127,377157,363432,405140,392167,439687,380102,373994,357355,467341,463457,432126,462133,449055,"485340,2","496543,8","483976,3",535292,576983,508693,532170,630957,641707,"624720,5",635774,"616114,5","638996,13","664313,93","647496,77","763019,53","812061,73","683126,2",733713
326,MARCOS JUAREZ,ISLA VERDE ,Municipio,-33.239398956299,-62.401649475098,http://www.muniverde.gov.ar,4433,177616,208413,188557,198998,214296,227356,219219,212331,213683,227197,218574,235507,232690,258268,245621,249093,298661,312622,294101,284564,299639,286157,304273,264869,342632,339555,324479,326205,402293,403716,385705,393527,401001,386409,430754,416960,467485,404133,397639,379947,496887,492757,459446,491350,477445,"516024,2","527936,1","514575,1",569134,613461,540854,565815,670848,682277,"664216,3","675968,6","655066,2","679394,48","706312,91","688432,55","811258,84","863401,56","726314,52",780100
327,GENERAL ROCA,ITALO ,Municipio,-34.790538787842,-63.781471252441,,1257,103701,121682,110089,116185,125117,132742,127992,123970,124759,132650,127615,137501,135857,150791,143406,145433,174374,182525,171711,166143,174945,167074,177651,154645,200047,198250,191055,190977,235522,236355,225811,230390,234766,226223,252185,244109,273689,236599,232797,222440,290902,288485,268982,287660,279520,"302106,1","309079,9","301257,1",333199,359150,316643,331256,392747,399439,388865,"395745,5","383508,1","397751,11","413510,49","403042,44","474951,03","505477,95","425220,42",456709
328,TERCERO ARRIBA,JAMES CRAIK ,Municipio,-32.162090301514,-63.465610504150,http://www.municipalidadjcraik.gov.ar,5034,187063,219498,198585,209582,225693,239448,230879,223624,225048,239281,230199,248033,245066,272005,258685,262341,314546,329249,309743,299698,315576,301377,320456,278957,360856,357615,358290,348919,430305,431827,412561,420928,428924,413315,460748,445993,500036,432273,425327,406403,531485,527068,491437,525563,510690,"551955,3","564696,7","550405,3",608763,656177,578514,605213,717559,729785,"710466,1","723036,8",700679,"726701,21","755493,99","736369,61","867747,38","923520,84","776888,33",834419
329,COLON,JESUS MARIA ,Municipio,-30.979810714722,-64.095779418945,http://www.jesusmaria.gov.ar/,30622,765507,898240,812661,857661,923594,979882,944814,915127,920953,979198,942031,1015013,1002873,1113113,1058603,1073565,1287201,1347369,1267546,1226442,1291416,1233310,1311388,1141558,1476712,1463452,1442183,1420077,1751311,1757509,1679098,1713150,1745690,1682164,1875213,1815164,2035113,1759323,1731052,1654036,2163111,2145135,2000118,2139006,2078474,"2246421,9","2298278,3","2240111,2",2477627,2670597,2354515,2463177,2920418,2970176,"2891550,5","2942712,4","2851717,3","2957626,13","3074810,84","2996972,78","3531674,77","3758669,07","3161884,39",3396032
330,GENERAL ROCA,JOVITA ,Municipio,-34.518291473389,-63.944370269775,,5127,191877,225147,203696,214975,231502,245611,236821,229379,230840,245439,236123,254416,251373,279005,265342,269092,322641,337722,317714,307411,323697,309133,328704,286136,370143,366819,391145,365557,450823,452419,432234,441000,449376,433023,482718,467260,523880,452886,445608,425782,556829,552202,514871,550624,535042,578275,"591623,9","576650,9",637792,687466,606100,634072,751775,764584,"744344,3","757514,4","734090,4","761353,5","791519,24","771481,87","909125,36","967558,34","813933,75",874208
331,UNION,JUSTINIANO POSSE ,Municipio,-32.884338378906,-62.679229736328,http://www.justinianoposse.gov.ar/,8147,266552,312770,282972,298641,321599,341199,328988,318651,320679,340960,328019,353432,349204,387590,368609,373819,448208,469159,441364,427051,449676,429443,456630,397495,514197,509579,500584,493961,609178,611333,584059,595904,607223,585125,652276,631388,707896,611964,602130,575341,752418,746165,695723,744034,722978,"781397,5","799435,3","779202,7",861820,928943,818996,856794,1015841,1033149,"1005799,6","1023595,8",991944,"1028783,46","1069545,1","1042469,49","1228461,08","1307418,99","1099832,85",1181279
332,RIO PRIMERO,KILOMETRO 658 ,Comuna,-31.370489120483,-63.531009674072,,350,17926,21034,19030,20085,21629,22947,22125,21430,21567,22931,22060,23769,23485,26066,24790,25140,30143,31552,29683,28720,30242,28881,30710,26733,34581,34271,37082,34327,42334,42484,"33092,89","33764,02","34405,35","40662,79","45329,35","43877,78",49195,42528,41845,39983,52289,51854,48349,51706,50243,"54302,5","55556,1","54149,9","59891,5","64556,1","56915,4",59542,70595,71798,"69897,18","71133,91","68934,29","71494,42","74327,11","72445,52","85370,84","90857,95","76431,93",82092
333,CRUZ DEL EJE,LA BATEA ,Comuna,-30.371389389038,-65.308219909668,,234,14672,17217,15576,16439,17702,18781,18109,17540,17652,18768,18056,19454,19222,21335,20290,20577,24671,25825,24295,23507,24752,23639,25135,21880,28304,28050,30017,27988,34516,34638,"30612,66","31233,49","31826,75","33153,32","36958,07","35774,58",40110,34674,34117,32599,42632,42278,39420,42157,40964,"44274,1","45296,2","44149,7","48830,9","52634,1","46404,5",48546,57558,58538,"56988,79","57997,13","56203,73","58291,06","60600,62","59066,52","69604,83","74078,6","62316,73",66931
334,COLON,LA CALERA ,Municipio,-31.343519210815,-64.337989807129,http://www.lacalera.gov.ar/,30561,756759,887975,803375,847860,913039,968685,934017,904669,910429,968008,931266,1003413,991413,1100393,1046506,1061297,1272491,1331972,1253061,1212427,1276658,1219217,1296402,1128513,1459837,1446728,1467876,1417515,1748152,1754337,1676069,1710060,1742541,1679129,1871830,1811889,2031442,1756149,1727928,1651051,2159208,2141264,1996509,2135147,2074724,"2242369,3","2294132,2","2236068,9",2473158,2665779,2350266,2458733,2915150,2964817,2886334,"2937403,6","2846572,7","2952290,5","3069263,81","2991565,18","3525303,54","3751888,34","3156180,28",3389905
335,JUAREZ CELMAN,LA CARLOTA ,Municipio,-33.417968750000,-63.293430328369,,12614,373098,437790,396080,418012,450147,477582,460490,446020,448860,477247,459133,494704,488787,542516,515948,523241,627364,656689,617784,597751,629418,601098,639153,556380,719729,713266,702554,692014,853426,856446,818236,834830,850687,819730,913805,884543,991725,857330,843554,806023,1054099,1045340,974671,1042353,1012855,"1094697,4","1119967,4","1091623,1",1207365,1301401,1147371,1200324,1423141,1447389,"1409073,1","1434004,6","1389662,1","1441272,23","1498377,17","1460446,64","1721010,21","1831626,14","1540808,73",1654910
336,RIO CUARTO,"LA CAROLINA ""EL POTOSI"" ",Comuna,-33.187019348145,-64.726119995117,,182,13698,16074,14542,15348,16527,17535,16907,16376,16480,17522,16857,18163,17946,19918,18943,19211,23033,24110,22682,21946,23109,22069,23466,20428,26425,26187,27285,25890,31929,32042,"64266,35","65569,67","66815,12","30668,56","34188,15","33093,36",37103,32075,31560,30156,39437,39109,36465,38998,37894,"40955,9","41901,3","40840,8","45171,1","48689,3","42926,6",44908,53244,54151,"52717,63","53650,39","51991,4","53922,29","56058,76","54639,63","64388,12","68526,6","57646,25",61915
337,RIO CUARTO,LA CAUTIVA ,Municipio,-33.980091094971,-64.082389831543,http://www.lacautiva.gov.ar/,835,92276,108276,97960,103385,111332,118118,113890,110312,111014,118035,113555,122352,120889,134178,127607,129410,155163,162416,152793,147839,155671,148667,158078,137606,178007,176408,171051,170275,209991,210734,201333,205416,209317,201700,224848,217648,244021,210952,207562,198328,259368,257213,239825,256478,249220,"269357,8","275575,7","268600,9",297081,320219,282319,295348,350174,356140,"346712,1","352846,7","341935,9","354634,94",368686,"359352,69","423466,39","450684,2","379126,58",407202
338,PTE.ROQUE SAENZ PEÑA,LA CESIRA ,Municipio,-33.952110290527,-62.975860595703,,1292,104638,122781,111084,117235,126247,133941,129148,125090,125886,133848,128767,138743,137084,152153,144702,146747,175949,184173,173262,167644,176525,168583,179255,156041,201854,200041,192573,192634,237566,238407,227771,232390,236804,228186,254374,246228,276064,238653,234818,224371,293427,290989,271317,290157,281946,"304728,3","311762,7",303872,336091,362268,319391,334131,396156,402906,"392240,4","399180,5",386837,"401203,58","417099,75","406540,84","479073,59","509865,49","428911,32",460673
339,CALAMUCHITA,LA CRUZ ,Municipio,-32.303230285645,-64.482879638672,,1659,108150,126902,114812,121169,130484,138436,133482,129288,130111,138340,133089,143399,141684,157259,149558,151672,181854,190354,179077,173270,182449,174240,185271,161277,208628,206754,220128,205934,253968,254867,243496,248434,253153,243940,271936,263228,295124,255130,251030,239861,313685,311078,290049,310190,301412,"325766,8","333286,8","324851,3",359295,387279,341442,357200,423507,430722,"419320,6","426739,9","413544,2","428902,64","445896,28","434608,39","512148,79","545066,56","458523,33",492478
340,PUNILLA,LA CUMBRE ,Municipio,-30.982610702515,-64.492141723633,http://www.lacumbre.gov.ar/,7796,223211,261914,236961,250082,269307,285720,275495,266838,268537,285520,274683,295965,292424,324568,308674,313037,375330,392874,369599,357613,376559,359616,382383,332863,430589,426722,561462,459746,566982,568989,543603,554628,565162,544596,607095,587655,658862,569577,560423,535489,700301,694482,647533,692497,672900,"727272,9","744061,3","725231,2",802125,864598,762267,797447,945477,961586,"936131,5",952695,"923235,6","957523,3","995461,53","970262,35","1143369,96","1216858,74","1023651,35",1099456
341,SANTA MARIA,LA CUMBRECITA ,Comuna,-31.897590637207,-64.773498535156,http://www.lacumbrecita.gob.ar/,869,27564,32343,29262,30882,33256,35282,34020,32951,33161,35258,33920,36548,36110,40080,38117,38656,46348,48516,45641,44161,46500,44408,47219,41105,53172,52695,61865,54352,67030,67267,"46499,23","47442,23","48343,37","64383,68","71772,51","69475,17",77893,67337,66256,63307,82792,82105,76553,81869,79553,"85980,3","87965,1","85740,7","94829,5","102215,3","90117,4",94277,111777,113682,"110672,14","112630,33","109147,55","113201,14","117687,31","114708,07","135172,47","143860,52",121020,129982
342,PUNILLA,LA FALDA ,Municipio,-31.094539642334,-64.482879638672,http://www.lafalda.gov.ar/,15186,413295,484957,438753,463048,498645,529036,510102,494074,497219,528666,508600,548003,541448,600966,571536,579614,694956,727440,684344,662152,697231,665860,708014,616324,797272,790113,783490,768270,947469,950822,908402,926824,944429,910060,1014501,982014,1101008,951804,936509,894842,1170255,1160531,1082075,1157215,1124466,"1215327,1","1243381,7","1211913,8",1340411,1444808,1273805,1332593,1579963,1606883,"1564345,3","1592024,2","1542795,3","1600092,61","1663490,21","1621379,84","1910656,2","2033461,41","1710597,5",1837272
343,SAN JUSTO,LA FRANCIA ,Municipio,-31.406389236450,-62.633049011230,http://www.lafrancia.gov.ar/,3847,165632,194352,175835,185572,199837,212017,204429,198006,199266,211869,203827,219619,216991,240844,229049,232287,278511,291530,274258,265365,279423,266851,283744,246999,319516,316646,308310,306051,377438,378774,361875,369214,376227,362536,404141,391199,438602,379165,373072,356473,466188,462314,431060,460993,447947,484143,495319,"482783,5",533972,575560,507439,530858,629401,640125,"623179,5","634205,8","614594,7","637419,93","662675,28","645899,6","761137,41","810058,63","681441,14",731904
344,COLON,LA GRANJA ,Municipio,-31.010709762573,-64.270019531250,http://www.lagranja.gob.ar/,2911,138518,162536,147051,155193,167124,177309,170964,165592,166646,177185,170460,183666,181469,201417,191554,194261,232918,243806,229362,221924,233681,223167,237295,206564,267210,264811,259546,256503,316333,317452,303289,309440,315318,303843,338713,327866,367595,317780,312674,298762,390715,387468,361274,386361,375427,"405763,1","415129,7","404622,8",447525,482380,425287,444915,527505,536492,"522290,3","531531,5","515095,4","534225,31","555391,96","541332,17","637913,64","678914,8","571119,74",613413
345,CRUZ DEL EJE,LA HIGUERA ,Comuna,-31.013439178467,-65.102920532227,,505,20345,23872,21598,22794,24546,26042,25110,24321,24476,26024,25036,26975,26653,29583,28134,28532,34209,35808,33687,32594,34321,32777,34852,30338,39246,38893,43221,39326,48499,48671,"27710,29","28272,26","28809,27","46584,13","51930,23","50267,3",56358,48721,47938,45805,59903,59405,55389,59235,57559,"62210,1","63646,2","62035,3","68612,9","73956,8","65203,5",68213,80875,82253,"80075,65","81492,48","78972,55","81905,48","85150,68","82995,08","97802,6","104088,75",87562,94046
346,GENERAL SAN MARTIN,LA LAGUNA ,Municipio,-32.802211761475,-63.247081756592,,1404,105965,124338,112492,118721,127848,135639,130785,126676,127482,135545,130400,140502,138822,154082,146536,148607,178180,186509,175459,169769,178763,170720,181528,158019,204413,202577,197244,195799,241469,242324,231512,236208,240694,231935,258553,250273,280599,242574,238676,228057,298248,295769,275774,294924,286578,"309734,5","316884,4","308864,1",341613,368219,324638,339620,402664,409525,"398684,2","405738,4",393192,"407794,65","423951,97","413219,59","486943,93","518241,68","435957,59",468241
347,SANTA MARIA,LA PAISANITA ,Comuna,-31.722799301147,-64.481498718262,http://www.valapaisanita.com.ar/,120,14873,17451,15789,16663,17944,19038,18356,17779,17893,19024,18302,19720,19484,21626,20567,20858,25008,26177,24626,23828,25090,23961,25478,22178,28690,28432,18865,23436,28902,29004,"59017,36","60214,23","61357,96","27760,89","30946,79","29955,8",33586,29034,28568,27297,35698,35401,33008,35300,34301,"37072,9","37928,7","36969,7","40888,5","44073,1","38856,7",40650,48196,49017,"47719,5","48563,82","47062,12","48809,95","50743,86","49459,27","58283,52","62029,62","52180,84",56045
348,GENERAL SAN MARTIN,LA PALESTINA ,Municipio,-32.616531372070,-63.409729003906,,557,85751,100619,91033,96074,103459,109765,105836,102511,103164,109688,105525,113700,112340,124689,118583,120259,144190,150930,141988,137384,144662,138153,146900,127875,165419,163933,160336,158681,195693,196386,187624,191429,195065,187967,209538,202828,227406,196589,193430,184824,241708,239700,223495,239015,232251,"251017,6","256812,1","250312,2",276853,298415,263096,275238,326331,331891,323105,"328821,9",318654,"330488,36","343582,71","334884,89","394633,18","419997,77","353312,4",379476
349,TOTORAL,LA PAMPA ,Comuna,-30.943229675293,-64.276191711426,,710,25901,30393,27497,29020,31251,33156,31969,30964,31161,33132,31874,34344,33933,37663,35819,36325,43553,45589,42888,41498,43696,41730,44372,38626,49966,49517,54549,49913,61556,61773,"40273,15","41089,89","41870,37","59125,11","65910,45","63799,83",71531,61837,60843,58136,76030,75398,70301,75182,73055,"78957,8","80780,5","78735,9","87084,3","93866,8",82757,86576,102648,104396,"101632,93","103431,18","100232,87","103955,38","108074,21","105338,31","124132,18","132110,63","111134,7",119365
350,SAN JUSTO,LA PAQUITA ,Municipio,-30.906339645386,-62.213859558105,,887,93342,109527,99092,104579,112618,119482,115206,111586,112296,119398,114867,123765,122285,135727,129081,130905,156955,164291,154558,149546,157469,150384,159904,139196,180063,178446,178078,173878,214435,215194,205593,209763,213747,205969,229606,222254,249185,215416,211955,202525,264857,262656,244900,261906,254494,"275058,2","281407,6","274285,2",303368,326995,288293,301598,357584,363677,"354049,5","360313,9","349172,2",362140,"376488,42","366957,59","432428,12","460221,93","387149,95",415819
351,RIO PRIMERO,LA PARA ,Municipio,-30.892940521240,-63.001689910889,http://www.laparacba.gov.ar,3735,168086,197231,178440,188321,202798,215158,207458,200939,202218,215007,206846,222871,220206,244412,232443,235728,282637,295849,278321,269296,283563,270804,287948,250658,324249,321337,317033,311932,384690,386051,368828,376308,383456,369501,411906,398716,447030,386450,380240,363323,475145,471197,439343,469851,456554,"493445,4","504836,1","492059,8",544232,586619,517189,541057,641494,652424,"635153,3","646391,5","626403,6","649667,39",675408,658310,"775761,99","825623,2","694534,43",745967
352,SAN JAVIER,LA PAZ ,Municipio,-32.216571807861,-65.050651550293,http://www.lapaz-traslasierra.com.ar/,3384,149397,175301,158599,167381,180249,191234,184390,178597,179733,191101,183847,198090,195721,217235,206597,209517,251211,262953,247375,239353,252033,240693,255931,222787,288196,285608,277408,275831,340168,341372,326142,332756,339077,326738,364235,352571,395293,341725,336233,321274,420155,416663,388496,415473,403715,436337,"446409,4","435110,8",481246,518727,457332,478439,567252,576916,"561644,5",571582,"553907,4","574478,8","597240,34","582121,16","685979,97","730070,54","614153,2",659633
